epoch,misranked_ratio,boundary_ratio,avg_margin
1,0.3628494292497635,0.3899024724960327,0.03440279676578939
2,0.21675420552492142,0.25626207143068314,0.09364063292741776
3,0.14846455864608288,0.16916881501674652,0.15793884173035622
4,0.11591257713735104,0.11855325475335121,0.2181900329887867
5,0.09939072094857693,0.08887197449803352,0.2891412451863289
6,0.08308246359229088,0.06444455217570066,0.38511044532060623
7,0.07095019519329071,0.04547099024057388,0.4991595819592476
8,0.07585345953702927,0.039797330275177956,0.5998393893241882
9,0.06894038803875446,0.03135359659790993,0.7413279265165329
10,0.07557056099176407,0.02775006601586938,0.8686385303735733
11,0.06983155570924282,0.021687314845621586,1.0502653419971466
12,0.06280678138136864,0.017825928516685963,1.2439582347869873
13,0.059148089960217476,0.014865046367049217,1.4133709371089935
14,0.05350084416568279,0.012821207754313946,1.6076720356941223
15,0.05734344385564327,0.011853499338030815,1.7819792926311493
16,0.04582116845995188,0.009822304593399167,1.9992068707942963
17,0.04583029355853796,0.008327798219397664,2.161123514175415
18,0.04250197671353817,0.007998849730938673,2.2769861817359924
19,0.04032573010772467,0.007280401885509491,2.2654820680618286
20,0.036109945736825466,0.006552571430802345,2.280725836753845
1,0.12058221726190477,0.11145213293650794,0.44075569865249453
2,0.059399801587301584,0.012059771825396826,1.832837980891031
3,0.035326760912698416,0.005580357142857143,2.4004131801544673
4,0.021546378968253968,0.003890749007936508,2.713693546870398
5,0.02531312003968254,0.0035807291666666665,2.761186024499318
6,0.019515749007936508,0.0030381944444444445,2.892288964892191
7,0.013873387896825396,0.002464657738095238,3.0179700283777144
8,0.014756944444444444,0.002712673611111111,2.970375216196454
9,0.014028397817460318,0.0023096478174603175,3.017644057198176
10,0.012385292658730158,0.002216641865079365,3.071383623849778
11,0.013563368055555556,0.0027591765873015875,3.0557931037176225
12,0.00810701884920635,0.0016121031746031745,3.163041848984976
13,0.009362599206349206,0.0017516121031746032,3.138220669731261
14,0.009192088293650794,0.0015345982142857143,3.1677082417503235
15,0.009951636904761904,0.0016741071428571428,3.1671654837472096
16,0.005859375,0.0012555803571428572,3.258862461362566
17,0.006680927579365079,0.0009765625,3.3024908625890337
18,0.007300967261904762,0.0015345982142857143,3.2231292800297813
19,0.00623139880952381,0.0010695684523809525,3.2773940903799876
20,0.0048828125,0.0008835565476190476,3.3423301416730125
21,0.00736297123015873,0.0015035962301587302,3.3198058756570967
22,0.005890376984126984,0.0009765625,3.3520109880538214
23,0.006479414682539683,0.0012865823412698413,3.36885044309828
24,0.005797371031746032,0.0009455605158730159,3.383330197561355
25,0.006773933531746032,0.001240079365079365,3.389821071473379
26,0.0037357390873015875,0.0006200396825396825,3.4657106286003474
27,0.00427827380952381,0.0006200396825396825,3.472655731534201
28,0.0035652281746031745,0.0008215525793650794,3.466990864466107
29,0.005006820436507937,0.0007905505952380952,3.466122899736677
30,0.0033482142857142855,0.0005890376984126984,3.4723727703094482
31,0.0033172123015873015,0.000744047619047619,3.470653227397374
32,0.0028056795634920635,0.000496031746031746,3.5042681429121227
33,0.002433655753968254,0.0005580357142857143,3.5125471031855025
34,0.003952752976190476,0.0009765625,3.5069611072540283
35,0.0025731646825396825,0.0006200396825396825,3.560269034098065
36,0.0022941468253968255,0.0003410218253968254,3.565603623314509
37,0.0016121031746031745,0.00023251488095238094,3.577437468937465
38,0.0008680555555555555,0.00015500992063492063,3.6130002453213645
39,0.0010385664682539683,0.00018601190476190475,3.6269990754505943
40,0.0015656001984126985,0.0003720238095238095,3.6346442245301747
41,0.0013175843253968255,0.0002945188492063492,3.617861793154762
42,0.001937624007936508,0.00038752480158730157,3.6372747913239496
43,0.001736111111111111,0.000496031746031746,3.614599133294726
44,0.001209077380952381,0.0003410218253968254,3.6490440065898593
45,0.0006045386904761905,0.0001240079365079365,3.684677513818892
46,0.0017981150793650793,0.00035652281746031744,3.6235602999490406
47,0.0012710813492063492,0.0003255208333333333,3.655433772102235
1,0.12058221726190477,0.11145213293650794,0.44075569865249453
2,0.059399801587301584,0.012059771825396826,1.832837980891031
3,0.035326760912698416,0.005580357142857143,2.4004131801544673
4,0.021546378968253968,0.003890749007936508,2.713693546870398
5,0.02531312003968254,0.0035807291666666665,2.761186024499318
6,0.019515749007936508,0.0030381944444444445,2.892288964892191
7,0.013873387896825396,0.002464657738095238,3.0179700283777144
8,0.014756944444444444,0.002712673611111111,2.970375216196454
9,0.014028397817460318,0.0023096478174603175,3.017644057198176
10,0.012385292658730158,0.002216641865079365,3.071383623849778
11,0.013563368055555556,0.0027591765873015875,3.0557931037176225
12,0.00810701884920635,0.0016121031746031745,3.163041848984976
13,0.009362599206349206,0.0017516121031746032,3.138220669731261
14,0.009192088293650794,0.0015345982142857143,3.1677082417503235
15,0.009951636904761904,0.0016741071428571428,3.1671654837472096
16,0.005859375,0.0012555803571428572,3.258862461362566
17,0.006680927579365079,0.0009765625,3.3024908625890337
18,0.007300967261904762,0.0015345982142857143,3.2231292800297813
19,0.00623139880952381,0.0010695684523809525,3.2773940903799876
20,0.0048828125,0.0008835565476190476,3.3423301416730125
